,Biden_2020,Total_2020,Other_2020,Perc_Other_2020,Perc_Biden_2020,age_over_18_2019,age_over_65_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,households_speak_limited_english_2019,hs_grad_2019,median_age_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,Winner_2020
238,15427,30904,760,0.024592285788247514,0.4991910432306498,74.6,12.7,0.9,3.17,31.0,0.5,28.4,5.4,88.1,36.5,0.7,9.9,0.1,33393,59055,1.9,4.5,16.0,6.2,86.1,68.1,Trump
239,2223,4186,130,0.031055900621118127,0.531055900621118,86.4,17.9,0.0,2.58,39.6,0.3,8.4,0.3,98.5,49.0,2.7,0.0,0.0,49641,6018,4.5,1.7,5.7,14.1,92.4,85.3,Biden
240,4710,9870,277,0.028064842958460123,0.4772036474164133,82.6,16.7,1.4,3.07,38.0,1.1,8.8,0.4,94.6,42.9,0.0,1.4,0.1,37876,15303,1.1,3.6,13.1,9.3,94.8,87.3,Trump
241,7132,11190,323,0.028865058087578277,0.6373547810545129,82.7,13.0,0.3,3.02,56.2,0.6,9.4,0.6,97.4,34.5,1.0,0.2,0.2,32191,16802,1.9,3.7,9.5,5.7,95.7,86.9,Biden
242,255,632,24,0.03797468354430389,0.4034810126582278,83.9,24.5,0.5,2.72,45.7,0.0,5.7,0.0,93.7,56.1,2.3,0.9,0.0,33570,857,2.1,5.5,10.0,9.5,94.2,90.0,Trump
243,2076,4406,127,0.028824330458465663,0.4711756695415343,83.9,31.2,0.0,2.6,21.1,0.5,34.3,0.0,92.4,55.0,1.8,1.5,0.0,25140,6679,4.2,3.3,9.6,15.5,91.9,61.1,Trump
244,175,876,20,0.022831050228310557,0.1997716894977169,85.3,28.3,0.0,2.64,20.0,0.0,17.4,3.2,87.4,51.6,0.0,1.7,0.0,28199,1261,0.4,2.0,6.1,14.2,97.9,82.2,Trump
245,218396,377357,10544,0.027941710369756068,0.5787516860691599,80.0,16.0,2.8,2.96,45.2,1.2,15.4,1.4,94.5,40.3,0.7,1.9,0.1,44119,574798,2.8,3.4,5.5,8.2,90.6,78.1,Biden
246,98,903,10,0.011074197120708784,0.1085271317829457,73.6,24.7,0.0,3.02,21.4,0.4,4.8,1.3,95.7,42.5,0.0,0.3,0.0,25937,1489,3.1,2.7,6.3,6.3,96.2,91.7,Trump
247,662,3871,65,0.01679152673727724,0.1710152415396538,75.9,18.3,0.2,2.85,18.7,2.5,19.1,5.0,89.5,38.3,0.4,3.8,0.3,27797,7447,0.7,3.5,9.1,8.6,92.1,77.0,Trump
248,2303,3961,161,0.040646301439030585,0.5814188336278717,81.9,10.6,0.8,2.78,32.3,0.1,32.4,4.4,83.7,36.7,1.5,10.5,0.0,29122,7751,1.6,3.1,14.0,7.7,85.3,63.8,Biden
249,20548,35667,886,0.024840889337482852,0.5761067653573331,80.9,16.5,0.7,3.07,44.2,0.5,12.8,0.6,95.5,40.4,6.6,1.9,0.0,39493,55617,2.3,3.6,8.4,7.3,88.0,78.5,Biden
250,126120,224338,6729,0.02999491838208429,0.5621874136347832,80.2,15.1,2.2,2.93,47.3,1.0,11.5,1.5,95.9,36.0,0.8,1.5,0.1,37363,344786,3.2,4.1,5.9,7.5,91.3,82.6,Biden
251,3497,7961,180,0.02261022484612485,0.4392664238161035,82.3,23.7,1.0,2.55,19.5,0.9,41.5,2.3,87.9,45.9,3.8,4.2,0.0,25813,14266,5.2,6.7,8.5,10.6,84.9,52.9,Trump
252,470,2651,46,0.01735194266314599,0.1772915880799698,79.9,17.4,0.4,3.06,12.6,8.2,22.5,0.5,90.9,38.0,0.8,0.4,0.2,16753,5585,0.9,2.8,8.1,8.5,89.0,67.1,Trump
253,2218,10532,227,0.021553361184960207,0.2105962780098746,79.5,17.1,0.8,3.31,20.2,0.8,16.8,0.4,89.6,38.2,0.8,1.1,0.9,26727,22380,4.1,3.5,9.2,10.3,91.4,76.2,Trump
254,31536,90622,2192,0.024188386925912075,0.3479949681092891,78.2,18.6,0.9,2.94,28.2,0.7,14.5,1.0,90.5,39.7,0.9,1.1,0.1,29596,151218,2.3,6.1,9.7,9.9,94.0,81.4,Trump
255,317,756,12,0.015873015873015928,0.4193121693121693,88.3,26.8,0.5,2.39,46.5,1.1,9.6,0.0,97.4,56.1,1.5,5.2,0.0,33955,824,4.4,2.9,9.1,10.9,87.4,86.4,Trump
256,1203,7026,153,0.021776259607173443,0.1712211784799316,74.4,13.8,0.1,2.99,17.6,1.2,15.6,2.3,88.7,36.6,0.5,1.1,0.0,29100,13127,2.6,3.5,15.6,7.9,94.4,80.3,Trump
257,5836,15500,358,0.023096774193548386,0.376516129032258,78.1,21.5,0.8,2.91,29.6,0.3,12.5,1.2,90.0,45.2,12.3,3.6,0.1,26072,26031,2.1,4.3,12.1,10.8,81.0,72.4,Trump
258,7687,24922,465,0.018658213626514764,0.3084423401011155,78.2,23.1,0.9,2.91,25.2,0.4,20.6,3.8,89.0,45.2,0.9,1.7,0.3,28078,41686,1.6,6.3,10.6,10.4,94.2,76.1,Trump
259,3876,13744,275,0.02000873108265422,0.2820139697322468,74.0,15.4,0.5,3.09,17.5,3.6,36.1,6.5,78.9,36.2,0.4,3.0,0.2,25064,28517,3.4,3.8,9.0,6.0,88.8,58.2,Trump
260,3605,9576,215,0.022451963241436945,0.3764619883040935,75.9,20.1,0.9,3.0,18.6,0.6,41.9,2.5,87.2,39.9,1.2,4.0,0.1,21110,18282,3.1,7.6,10.3,9.1,90.1,53.1,Trump
261,2365,4020,78,0.0194029850746269,0.5883084577114428,84.1,27.7,0.7,2.67,47.8,0.3,2.0,0.2,97.8,54.1,0.3,0.1,0.1,41160,4796,0.8,4.2,10.0,12.1,97.7,95.7,Biden
262,4903,12290,396,0.03222131814483331,0.3989422294548413,84.4,20.0,0.7,3.05,29.8,0.3,6.1,0.1,97.7,50.7,0.4,0.7,0.1,36500,17867,3.4,5.5,8.9,10.3,94.3,88.9,Trump
263,486,2485,41,0.01649899396378285,0.1955734406438631,73.4,17.3,0.5,3.15,23.8,0.2,23.9,5.1,88.5,37.1,0.0,1.1,0.0,26494,4290,1.5,1.4,14.3,8.2,96.6,74.1,Trump
264,8989,11957,188,0.015723007443338655,0.7517772016392071,83.9,17.8,2.2,2.89,60.8,1.0,10.1,2.5,96.9,41.8,0.1,4.1,0.0,54875,17926,1.4,2.7,9.9,4.9,91.1,85.3,Biden
265,1458,5561,95,0.01708325840676128,0.2621830606006114,74.5,17.4,0.6,3.03,18.3,0.8,38.0,5.9,80.5,38.3,1.5,1.0,0.0,23698,12022,1.7,5.3,10.0,7.5,94.4,58.9,Trump
266,43772,88299,2275,0.025764731197408963,0.4957247533947156,77.3,18.2,0.9,3.13,21.8,2.1,43.0,1.3,89.7,39.3,4.0,8.4,0.1,25051,165982,4.0,6.6,6.7,10.8,80.4,52.1,Trump
267,561,3691,69,0.018694120834462202,0.1519913302628014,75.8,15.2,0.1,3.37,22.7,0.5,10.3,1.3,91.9,36.9,1.1,0.3,0.0,26487,6384,5.6,6.3,8.4,10.9,92.4,84.6,Trump
268,2495,6305,150,0.023790642347343405,0.3957176843774782,76.9,19.4,0.1,2.97,24.5,0.9,44.4,5.2,87.0,42.1,2.4,2.9,0.1,24582,11305,2.1,7.4,10.8,6.8,91.5,52.1,Trump
269,10582,16876,369,0.0218653709409814,0.62704432329936,81.7,14.6,1.1,2.97,49.8,0.9,7.0,0.8,96.8,40.2,0.4,0.9,0.0,43769,25072,0.9,3.0,7.3,6.2,95.7,89.7,Biden
270,1884,3389,92,0.027146650929477767,0.5559161994688698,78.2,22.4,0.0,2.95,22.1,0.5,36.3,5.5,83.1,49.0,2.0,2.9,0.0,22511,6592,4.4,4.4,13.3,9.2,90.2,58.6,Biden
271,342,563,19,0.03374777975133225,0.6074600355239786,87.1,24.8,0.0,2.8,35.7,0.0,8.5,1.7,93.8,51.2,1.0,0.0,0.0,34502,589,1.7,0.0,8.8,12.1,97.3,88.8,Biden
272,3924,5147,87,0.016903050320575208,0.7623858558383524,82.0,13.5,1.9,2.81,59.4,0.0,10.7,3.6,96.8,41.8,0.6,1.0,0.0,47526,8049,1.8,2.5,8.7,4.9,94.7,85.8,Biden
273,301,1446,24,0.016597510373444035,0.2081604426002766,74.8,23.1,0.9,3.17,19.5,0.8,13.4,1.3,87.0,44.1,0.6,2.5,0.0,27527,2322,1.4,6.6,9.0,10.6,93.7,84.5,Trump
274,12631,18479,526,0.028464743763190692,0.6835326586936522,83.8,12.8,0.6,3.1,52.4,1.1,14.3,4.6,92.9,39.1,0.4,4.5,0.3,41281,30649,1.9,2.9,16.6,4.9,91.3,82.1,Biden
275,5278,16939,420,0.02479485211641763,0.3115886415963162,82.4,21.1,0.8,2.79,37.7,0.8,6.6,0.2,97.2,50.0,0.4,0.5,0.0,35703,24524,2.7,6.1,8.6,16.3,94.7,88.7,Trump
